Iteration,Walker,Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Inner Cost,Outer Cost,Gradient Cost
0,0,-6.20353122049322,-6.618705596219589,-1.8317961192145047,-5.8256952572711675,-4.546900955690004,-4.2146127963385736,-4.764753872292236,-6.401239300962191,0.5711820706156282,0.07702441508098129,0.004941576555346469
0,1,-3.390727049174241,-5.328864255616588,-6.174188318226441,-8.130037305662496,-5.954541503742644,-2.7472192980627557,-1.7632524249258945,-6.263761127307696,238.805854886564,0.8702403173805651,2.379356145691834
0,2,-1.5301811493382074,-3.4210750142062487,-1.9897628844792488,-6.845975074766015,-5.489443878676977,-6.285344938025837,-5.001300449811368,-3.3884277006604213,118.74427788036553,15.545651959441006,1.0319862592092452
0,3,-2.0516550676727805,-7.561872297303946,-7.104164075033831,-3.1187425502140926,-3.1341881625226424,-5.472208190956563,-6.192505643849318,-7.478211058689283,0.972987780701718,0.00738295192009834,0.009656048287816197
0,4,-4.897518889486289,-3.2184934606695985,-4.406681178007074,-5.853471799650238,-4.943592874046037,-6.964782809449176,-4.109987895049724,-2.600146052534424,6.7594835149270684,0.0034379455709093428,0.06756045569356159
0,5,-4.676762350574693,-1.7968051927969957,-5.93625837608486,-5.733734429111559,-6.564735589316738,-2.714901695263011,-3.050070257684334,-3.6620623427861703,4.6708941684449545,0.0012427295227247061,0.0466965143892223
0,6,-1.867758898917895,-3.8952217655960806,-4.871269131410475,-5.766526848220126,-6.849744660299793,-5.410608461010701,-3.0053431160399806,-8.295358791787827,680.6009633424891,11.443958790163588,6.691570045523255
0,7,-5.639213193640563,-9.0868399366122,-5.5963085565957265,-3.973760294915353,-5.785734959169493,-4.508687418623643,-7.635223787779301,-5.684061496532208,0.07008568267258547,0.0009848666488759684,0.000691008160237095
0,8,-5.482470288854305,-5.010955263723868,-5.146954235216462,-4.517661409133156,-5.978108871739251,-5.359615357727103,-3.1845530954628893,-6.52532016099371,3.220999368854268,0.004211668126624122,0.03216787700727644
0,9,-8.257361392331767,-7.429960551964228,-5.414525233582203,-7.366375092685228,-4.180767193874448,-7.064506391159271,-5.241338032021751,-5.627595317465254,0.013692660680661748,0.000414771709630502,0.00013277888971031246
0,10,-5.5576023527322915,-4.046063746322829,-2.967765525787032,-5.993986041711053,-5.6115027784657805,-6.237502976947173,-1.522739765419249,-4.406145855230189,1.5005251853100425,0.00943693100093105,0.014910882543091116
0,11,-3.6258110148768745,-3.0679074462711258,-4.348511802976083,-2.382111340689642,-5.4910938236352935,-6.045405558923598,-5.969318065230648,-4.464371073300028,4.915421512109875,0.5219942100020821,0.04393427302107793
0,12,-4.289240801112629,-5.4998011659226655,-5.575996172223754,-6.13411835568933,-7.926985052702748,-8.666826163173468,-5.441798016804244,-2.53754532899659,39.561301614783034,0.20190169071698252,0.3935939992406605
0,13,-4.857147056442061,-4.064683070920464,-5.001443184687593,-4.50227849004539,-5.287164421673197,-3.126947428291567,-3.5404144795488737,-4.861751290931736,7.256294406300203,0.007031008343446955,0.07249263397956755
0,14,-3.0010760560229803,-6.243590849085424,-2.3156984056257888,-2.6784944260679158,-1.9056157794283246,-5.0335230462972,-3.382111233663103,-8.092932263201067,57.99946164220839,17.35575110653222,0.40643710535676164
0,15,-5.3691813385366345,-2.615306406951406,-2.6513605851908575,-2.984740601827324,-5.980476899085286,-4.850091554909923,-7.748799080000582,-4.943750053304184,2.1905694799011997,0.6144397091010229,0.01576129770800177
